"dataset","title","description"
"https://metaver.de/csw?REQUEST=GetRecordById&SERVICE=CSW&VERSION=2.0.2&id=D0299DB8-C5C8-46BD-8DE2-8E96F75090B0&elementSetName=full","Europäische Vogelschutzgebiete","EU SPA, Schutzgebiete gem. Richtlinie 2009/147/EG des Europäischen Parlaments und des Rates vom 30. November 2009 über die Erhaltung der wildlebenden Vogelarten"
"https://metaver.de/csw?REQUEST=GetRecordById&SERVICE=CSW&VERSION=2.0.2&id=E967E32B-4F09-4852-BA55-5CEAC3991788&elementSetName=full","Gebiete von gemeinschaftlicher Bedeutung (FFH-Gebiete)","FFH-Gebiete, Sites of Community Importance, Schutzgebiete gem. Richtlinie 92/43/EWG des Rates vom 21. Mai 1992 zur Erhaltung der natürlichen Lebensräume sowie der wildlebenden Tiere und Pflanzen"
"https://metaver.de/csw?REQUEST=GetRecordById&SERVICE=CSW&VERSION=2.0.2&id=E8990C14-9274-4C12-BA6D-CDC3A0D5C0EB&elementSetName=full","ATKIS-TÜK250 Sachsen-Anhalt","Die Topographische Übersichtskarten 1:250.000 bildet das gesamte Landesgebiet ab und liegt im Maßstab 1:250.000 vor. Der Karteninhalt besteht aus hervorgehobenem Verkehrsnetz (inklusive Benennung der klassifizierten Straßen und der Autobahnanschlussstellen). Darstellung der Siedlung des Gewässernetzes und der Waldflächen, der Landes- und Kreisgrenzen, Naturparks, Universale Transversale Mercatorprojektion (UTM-Gitter)."
"https://metaver.de/csw?REQUEST=GetRecordById&SERVICE=CSW&VERSION=2.0.2&id=F6CC2CEB-A291-4D95-AF41-6409DAD8526A&elementSetName=full","Digitale Verwaltungsgrenzen Sachsen-Anhalt aus ALKIS","Die DVG werden aus dem ALKIS Datenbestand abgeleitet. Sie repräsentieren die tatsächliche tagaktuelle Verwaltungsstruktur in Sachsen-Anhalt. 
Die Daten sind für jedermann kostenfrei verfügbar und dürfen entsprechend den Nutzungsbedingungen des LVermGeo verwendet werden.
Bei der externen Nutzung ist ein Quellenvermerk entsprechend der ""Datenlizenz Deutschland - Namensnennung- Version 2.0"" anzubringen."
"https://metaver.de/csw?REQUEST=GetRecordById&SERVICE=CSW&VERSION=2.0.2&id=F06BEDC8-FCC3-4B6D-A951-9C7CE9998FAE&elementSetName=full","ALKIS-DVG Sachsen-Anhalt (Direktdownload WFS 2.0)","Die Digital geführten Verwaltungsgrenzen werden als Direktdownload über einen Web Feature Service bereitgestellt."
"https://metaver.de/csw?REQUEST=GetRecordById&SERVICE=CSW&VERSION=2.0.2&id=985B7BBD-F375-4F6C-998A-7C1988CFEA52&elementSetName=full","Bodenrichtwerte Sachsen-Anhalt","Der Bodenrichtwert ist bezogen auf einen Quadratmeter Grundstücksfläche des Bodenrichtwertgrundstücks. Bei bebauten Grundstücken wird der Wert ermittelt, der sich ergeben würde, wenn der Boden unbebaut wäre. Die Bodenrichtwerte werden flächendeckend unter Berücksichtigung des unterschiedlichen Entwicklungszustand in Sachsen-Anhalt zum Stichtag 31.Dezember jeden zweiten Jahres ermittelt. Sie werden in Form von Bodenrichtwertkarten beschlossen und veröffentlicht. Bodenrichtwerte haben keine bindende Wirkung. Sie sind Orientierungswerte für die am Grundstücksmarkt Beteiligten."
"https://metaver.de/csw?REQUEST=GetRecordById&SERVICE=CSW&VERSION=2.0.2&id=897ee6c6-f529-40df-8953-d86e3509c24c&elementSetName=full","ATKIS-TÜK250 Sachsen-Anhalt Verwaltungsausgabe","Diese Topographische Übersichtskarte 1:250 000 stellt auf einem Kartenblatt das gesamte Landesgebiet von Sachsen-Anhalt dar. Das Hauptaugenmerk liegt bei dieser Karte auf der administrativen Abbildung Sachsen-Anhalts (mit aktuellen Gemeindegrenzen).
Die ausgewählt dargestellten topographischen Informationen werden in der Karte in grau gehalten und treten dadurch in den Hintergrund. Die Grenzen und Namen der Verwaltungseinheiten werden violett hervorgehoben und ermöglichen so einen Überblick über die Verwaltungsgliederung des Landes."
"https://metaver.de/csw?REQUEST=GetRecordById&SERVICE=CSW&VERSION=2.0.2&id=8D8CBF88-8A35-42F8-AD45-84AA8107DAB9&elementSetName=full","ATKIS-DOP Aktualitätsübersicht Sachsen-Anhalt","Digitale Orthophotos mit einer Bodenpixelgröße von 20x20cm² (ATKIS®-DOP20) werden aus Luftbildern der Befliegungen des Landes hergestellt. Dabei werden durch Umbildung die perspektivischen Verzerrungen der Luftbilder beseitigt und ein Bild mit Parallelprojektion erzeugt, welches einen über die ganze Bildfläche einheitlichen Maßstab hat. In den Orthophotos können somit Strecken und Flächen gemessen werden. 

Diese Übersicht stellt den Zeitraum der Befliegung dar.

-Dieser Datensatz steht ausschließlich bei online-Abruf kostenfrei zur Verfügung.-"
"https://metaver.de/csw?REQUEST=GetRecordById&SERVICE=CSW&VERSION=2.0.2&id=1C649F0E-5369-4E7C-A699-55577C2226BC&elementSetName=full","Hausumringe Sachsen-Anhalt","Amtliche Hausumringe werden auch als Georeferenzierte Gebäudegrundrisse (GGG) bezeichnet. Sie sind georefenzierte Umringpolygone von Gebäudegrundrissen aus der Liegenschaftskarte. Die Gebäudegrundrisse werden durch zweidimensionale Punktkoordinaten der Eckpunkte des Gebäudes und lineare Verbindungen zwischen den Koordinaten beschrieben. Die amtlichen Hausumringe gibt es landesweit flächendeckend für alle Gebäude, die in der Liegenschaftskarte erfasst sind. Derzeit liegen für das Land Sachsen-Anhalt über 1 600 000 Datensätze vor."
"https://metaver.de/csw?REQUEST=GetRecordById&SERVICE=CSW&VERSION=2.0.2&id=886425df-92bd-446f-ac46-042338a57b51&elementSetName=full","INSPIRE ST Höhe ATKIS DOM1","INSPIRE-Datensatz zum Annex2-Thema Höhe für das Bundesland Sachsen-Anhalt. Der Datensatz wurde aus den Daten des Digitalen Oberflächenmodells mit Gitterweite 1m (DOM1) abgeleitet und INSPIRE-konform transformiert.
-Dieser Datensatz steht ausschließlich bei online-Abruf kostenfrei zur Verfügung.-"
"https://metaver.de/csw?REQUEST=GetRecordById&SERVICE=CSW&VERSION=2.0.2&id=4A87E8DB-ED62-4BBE-90F2-4E3FB39C0750&elementSetName=full","Digitales Oberflächenmodell (DOM1)","Das Digitale Oberflächenmodell (DOM) beschreibt im Gegensatz zum Digitalen Geländemodell - DGM nicht die Höhe des natürlichen Erdbodens (Gelände), sondern die Höhe der Oberfläche der auf der Erde befindlichen natürlichen und künstlichen Objekte (z. B. Vegetation, Gebäude, Fahrzeuge). Es handelt sich hierbei um ein auf Bildkorrelation (bDOM20) basierendes Situationsmodell."
"https://metaver.de/csw?REQUEST=GetRecordById&SERVICE=CSW&VERSION=2.0.2&id=3CEC6571-5638-4341-A9E5-ACDF9100E1B9&elementSetName=full","ATKIS-DGM1 Sachsen-Anhalt","Ein Digitales Geländemodell (DGM) ist ein digitales, numerisches Modell der Geländehöhen und -formen, welches aus Laserscandaten abgeleitet wird. In Sachsen-Anhalt wird ein hochauflösendes DGM1 mit einer Gitterweite von 1m vorgehalten. Es besitzt eine Höhengenauigkeit von 0,15 m (flaches bis wenig geneigtes Gelände) bis 0,30 m (bewegtes Gelände bzw. bei Bewuchs/Bebauung)."
"https://metaver.de/csw?REQUEST=GetRecordById&SERVICE=CSW&VERSION=2.0.2&id=379a6794-35d7-4ce1-b338-26e4f058192b&elementSetName=full","WMS ST Radwegenetz ALRIS","Im Darstellungsdienst werden alle Geodaten zum Thema Radverkehrsinfrastruktur in Sachsen-Anhalt zusammengefasst. Die Beschreibung der Inhalte der einzelnen Darstellungsebenen erfolgt in den Metadaten der jeweiligen Geodaten. Enthalten sind die Ebenen der Fachdaten: - Bestandsradwege_ländliches Wegenetz - Bestandsradwege_überregionale touristische Radrouten - Bestandsradwege_regionale touristische Radrouten - Bestandsradwege_sonstige touristische Radrouten - Konzepte_LRVN 2020 (nur der Layer mit dem aktuellen Bearbeitungsstand, nicht der Layer mit dem Stand aus 2021) - Konzepte_Landkreis - Konzepte_Gemeinde - Konzepte_sonstige"
"https://metaver.de/csw?REQUEST=GetRecordById&SERVICE=CSW&VERSION=2.0.2&id=415fa783-d2a8-4f42-884a-a7919819f4fb&elementSetName=full","ST Radwegenetz ALRIS","Im Darstellungsdienst werden alle Geodaten zum Thema Radverkehrsinfrastruktur in Sachsen-Anhalt zusammengefasst. Die Beschreibung der Inhalte der einzelnen Darstellungsebenen erfolgt in den Metadaten der jeweiligen Geodaten. Enthalten sind die Ebenen der Fachdaten: - Bestandsradwege_ländliches Wegenetz - Bestandsradwege_überregionale touristische Radrouten - Bestandsradwege_regionale touristische Radrouten - Bestandsradwege_sonstige touristische Radrouten - Konzepte_LRVN 2020 (nur der Layer mit dem aktuellen Bearbeitungsstand, nicht der Layer mit dem Stand aus 2021) - Konzepte_Landkreis - Konzepte_Gemeinde - Konzepte_sonstige"
"https://metaver.de/csw?REQUEST=GetRecordById&SERVICE=CSW&VERSION=2.0.2&id=d7c832b0-d981-462a-b0bf-e22079b45e3c&elementSetName=full","WFS ST Radwegenetz ALRIS","Im Darstellungsdienst werden alle Geodaten zum Thema Radverkehrsinfrastruktur in Sachsen-Anhalt zusammengefasst. Die Beschreibung der Inhalte der einzelnen Darstellungsebenen erfolgt in den Metadaten der jeweiligen Geodaten. Enthalten sind die Ebenen der Fachdaten: - Bestandsradwege_ländliches Wegenetz - Bestandsradwege_überregionale touristische Radrouten - Bestandsradwege_regionale touristische Radrouten - Bestandsradwege_sonstige touristische Radrouten - Konzepte_LRVN 2020 (nur der Layer mit dem aktuellen Bearbeitungsstand, nicht der Layer mit dem Stand aus 2021) - Konzepte_Landkreis - Konzepte_Gemeinde - Konzepte_sonstige"
"https://metaver.de/csw?REQUEST=GetRecordById&SERVICE=CSW&VERSION=2.0.2&id=AD798CEB-E872-4633-90C0-6B8FCAF31E54&elementSetName=full","ATKIS-DOP Sachsen-Anhalt","Digitale Orthophotos (ATKIS-DOP) werden aus Luftbildern der Befliegungen des Landes hergestellt. Dabei werden durch Umbildung die perspektivischen Verzerrungen der Luftbilder beseitigt und ein Bild mit Parallelprojektion erzeugt, welches einen über die ganze Bildfläche einheitlichen Maßstab hat. In den Orthophotos können somit Strecken und Flächen gemessen werden."
"https://metaver.de/csw?REQUEST=GetRecordById&SERVICE=CSW&VERSION=2.0.2&id=D0D030ED-730B-4741-B8CB-D3171340CCEF&elementSetName=full","INSPIRE ST Verkehrsnetze ALRIS","Dieser Datensatz stellt die Bestandsradwege des Amtlichen Landes-Radverkehrsinfrastruktur-Informationssystems (ALRIS) des Landes Sachsen-Anhalt, transformiert ins INSPIRE-Thema Verkehrsnetze, bereit."
"https://metaver.de/csw?REQUEST=GetRecordById&SERVICE=CSW&VERSION=2.0.2&id=14306C74-F08F-4A63-82E2-9DC981C480AA&elementSetName=full","ATKIS-DGM5-Reliefschummerung Sachsen-Anhalt (WMS 1.3)","Die DGM5-Reliefschummerung wird aus dem DGM1 mit einer Gitterweite von 1 m abgeleitet. In der Auflösung der DGM5-Reliefschummerung entspricht ein Pixel im Bild 25 m² auf der Erdoberfläche. Die (Grau-)Wertzuweisung für jeden Gitterpunkt erfolgt in Abhängigkeit von der Höhendifferenz benachbarter Gitterpunkte und durch Beleuchtung mit einer imaginären Lichtquelle aus Nordwesten. Durch die Flächentönung wird ein räumlicher Eindruck der relativen Höhenunterschiede des Geländes erzeugt. Das Schummerungsbild liefert keine Information über die absolute Höhe. Maßstab: 1:null; Bodenauflösung: 5m; Scanauflösung (DPI): null"
"https://metaver.de/csw?REQUEST=GetRecordById&SERVICE=CSW&VERSION=2.0.2&id=8EE3BF04-F131-4C48-8940-338B9C81D8C1&elementSetName=full","INSPIRE ST Bodenbedeckung InVeKoS","INSPIRE-Datensatz zum Annex2-Thema Bodenbedeckung für das Bundesland Sachsen-Anhalt. Der Datensatz wurde aus den  InVeKoS-Daten (LPIS-Referenzparzellen und Landschaftselemente) abgeleitet und INSPIRE-konform transformiert."
"https://metaver.de/csw?REQUEST=GetRecordById&SERVICE=CSW&VERSION=2.0.2&id=6F7A9239-3D1A-4E92-8AE5-3EEBEDAA10AD&elementSetName=full","INSPIRE ST Bodennutzung InVeKoS","INSPIRE-Datensatz zum Annex3-Thema Bodennutzung für das Bundesland Sachsen-Anhalt. Der Datensatz wurde aus den  InVeKoS-Daten (GSA-Antragsflächen) abgeleitet und INSPIRE-konform transformiert."
"https://metaver.de/csw?REQUEST=GetRecordById&SERVICE=CSW&VERSION=2.0.2&id=73b12456-1943-4354-8bc4-27ffde910dee&elementSetName=full","Infoblatt - Dateiupload im InGrid-Editor","Der InGrid-Editor wurde um eine Funktionalität erweitert, die es ermöglicht, neben der Erfassung und Publizierung von Metadaten auch die mit den Metadaten beschriebenen Daten selbst hochzuladen und zu veröffentlichen. Dadurch können Verwaltungsdaten über eine einfach anwendbare und für die datenhaltenden Stellen kostenfreie Lösung direkt für eine Weiterverwendung zugänglich gemacht werden."
